"","node_id","node_box_x_min","node_box_x_max","node_box_y_min","node_box_y_max"
"350","78220000180071",486293.212758964,486545.072875521,4941734.46442319,4941945.53542825
"351","78220000180081",486264.185233144,486607.814573001,4941552.49540594,4941737.50443511
"352","78220000180091",486345.604742971,486652.109154096,4941344.14749685,4941555.85230307
"353","78220000180101",486428.561904792,486679.437828627,4941164.37131087,4941345.62851336
"354","78220000180111",486507.165216319,486624.834897376,4940981.74580933,4941168.25402498
"355","78220000180121",486387.304744238,486565.495652583,4940824.50436054,4941002.69526991
"356","78220000180131",486220.532166058,486409.468332494,4940646.07607316,4940923.92337837
"357","78220000180141",486012.359173535,486227.640749028,4940474.57107931,4940954.57107931
"358","78220000180151",485834.4782541,486015.521712501,4940663.05246287,4940794.94698942
"359","78220000180161",485653.203188301,485836.797238633,4940586.96296857,4940767.03648327
"360","78220000180171",485505.054123697,485678.946184167,4940477.77574694,4940619.82396897
"361","78220000180181",485369.688249402,485678.883429939,4940264.3347119,4940475.66509378
"362","78220000180191",485314.361058444,485685.638735984,4940084.66362528,4940265.33621576
"363","78220000180201",485421.518702274,485635.623928797,4939874.44872653,4940085.55111282
"364","78220000180211",485410.682984926,485675.317074236,4939693.26164454,4939876.73819759
"365","78220000180221",485320.981997089,485604.161244434,4939504.29297144,4939706.56386374
"366","78220000180231",485112.070043113,485533.930238986,4939069.71705736,4939878.28243823
"367","78220000180241",484961.351333082,485328.648947168,4938979.61607099,4939814.38338149
"368","78220000180251",484846.915143392,485083.085351243,4939118.34516005,4939465.6542917
"369","78220000180261",484696.146983979,484873.853429655,4939070.95561721,4939287.0438349
"370","78220000180271",484511.818205929,484698.182080404,4939017.11326342,4939170.88618905
"371","78220000180281",484383.664683535,484510.735629041,4938919.26435783,4939046.33530237
"372","78220000180291",484243.635660722,484438.364640853,4938735.9751526,4938914.02460986
"373","78220000180301",484211.142814531,484379.142814531,4938523.51463143,4938736.48521688
"374","78220000180311",484235.029301125,484426.970332977,4938342.89566335,4938527.10413886
"375","78220000180321",484288.79974893,484557.59974819,4938169.19984602,4938370.799847
"376","78220000180331",484472.393030543,484677.606444312,4937949.77346142,4938316.22598879
"377","78220000180341",484664.963471258,484845.036247824,4937927.44401494,4938210.55543689
"378","78220000180351",484844.639690305,485055.360177355,4937942.77041532,4938122.37174374
"379","78220000180361",485053.536532923,485236.463200937,4937941.15351637,4938092.84593554
"380","78220000180371",485232.762382183,485417.237107983,4937852.38659337,4938035.61285702
"381","78220000180381",485409.767874295,485552.231589101,4937717.38592022,4937890.61378314
"382","78220000180391",485418.897434414,485669.10239769,4937534.46123744,4937715.53860874
"383","78220000180401",485400.825939512,485644.317144184,4937324.04768746,4937535.95212603
"384","78220000180421",485190.9347139,485439.065839092,4936974.72253505,4937201.2770422
"385","78220000180431",485054.963682428,485235.036458932,4936834.92548329,4937143.07396975
"386","78220000180441",484874.44956759,485055.550520408,4936789.10681836,4937102.89263467
"387","78220000180451",484663.783225857,484876.216782098,4936767.76044898,4937067.09599635
"388","78220000180461",484454.999961981,484664.999963559,4936739.99965116,4937099.99965116
"389","78220000180471",484274.66359551,484455.33618737,4936744.36088732,4937115.63856499
"390","78220000180481",484064.405841897,484275.594077708,4936765.71393685,4937125.71393685
"391","78220000180491",483884.663592424,484065.336184354,4936784.28553109,4937143.71392118
"392","78220000180501",483674.343348149,483885.656636649,4936775.83575358,4937143.02069168
"393","78220000180511",483464.761365018,483675.238584557,4936798.3686294,4937098.2021015
"394","78220000180521",483284.108767233,483465.89112003,4936759.99972632,4937131.99972632
"395","78220000180531",483074.116836272,483285.883241407,4936736.78888351,4937099.78184757
"396","78220000180541",482895.000029588,483075.000031231,4936702.65055938,4937071.34889357
"397","78220000180551",482684.448821384,482895.551209617,4936641.60871036,4937069.81916352
"398","78220000180561",482504.39825558,482685.601682377,4936631.63348594,4937028.36596682
"399","78220000180571",482294.877325465,482505.122864573,4936639.40206085,4936948.59724172
"400","78220000180581",482114.961835399,482295.038316873,4936572.2853166,4936899.7141363
"401","78220000180591",481934.961842807,482115.038324318,4936514.98975366,4936833.00969924
"402","78220000180601",481745.18800275,481944.812354346,4936433.64609821,4936766.35335429
"403","78220000180611",481572.152430047,481757.847766552,4936273.88055338,4936738.11889949
"404","78220000180621",481367.816546064,481602.183734301,4936199.64665833,4936650.35279439
"405","78220000180631",481187.816544119,481422.183732323,4936109.64665832,4936560.3527944
"406","78220000180641",481025.552560526,481254.447665986,4936063.52662986,4936415.67294987
"407","78220000180651",480854.568664192,481065.431661653,4935991.47646522,4936285.09426585
"408","78220000180661",480675.201498059,480854.798756933,4935911.65755993,4936198.34189282
"409","78220000180671",480495.201489012,480674.798747924,4935860.4078209,4936087.59163188
"410","78220000180681",480313.995815615,480496.004398581,4935774.40782091,4936001.5916319
"411","78220000180691",480166.34833511,480313.651870232,4935723.97052583,4935864.82905388
"412","78220000180701",479971.722119203,480180.278306917,4935560.28003804,4935823.71943632
"413","78220000180711",479837.096029447,480066.904132769,4935463.52797663,4935616.4717791
"414","78220000180721",479677.645243157,480048.354882887,4935283.34627609,4935466.65352189
"415","78220000180731",479612.633603514,479975.937940493,4935075.16416657,4935284.83564694
"416","78220000180741",479619.821072797,479906.178855959,4934894.10930038,4935075.89054449
"417","78220000180751",479589.162237003,479843.409360549,4934683.88918305,4934896.1106132
"418","78220000180811",479231.37494774,479486.624618872,4933572.58392328,4933757.41588961
"419","78220000180821",479352.98489234,479569.414501229,4933378.69471703,4933635.70488103
"420","78220000180851",479924.999693141,480074.999695027,4933176.40680812,4933307.59276875
"421","78220000180861",480076.030066765,480223.96940336,4933056.37052483,4933197.22905289
"422","78220000180871",480222.620294576,480437.379191784,4932887.13402322,4933224.86527775
"423","78220000180881",480423.980377335,480596.019079247,4932834.71500024,4933080.48457737
"424","78220000180891",480582.702525257,480737.296912537,4932758.39978827,4932959.99978913
"425","78220000180901",480683.907892025,480898.091609208,4932614.61353493,4932795.38623728
"426","78220000180911",480709.482325051,480960.231696955,4932404.33868017,4932615.66116451
"427","78220000180921",480647.27825449,480978.721857357,4932223.04006217,4932406.95974829
"428","78220000180931",480573.796397507,480872.203934728,4932044.99985471,4932224.99985472
"429","78220000180941",480451.969022703,480780.031283771,4931863.14242704,4932046.85729542
"430","78220000180951",480357.885821527,480680.114483998,4931665.14917042,4931884.85053383
"431","78220000190011",480321.184150152,480472.816155168,4931576.27175387,4931723.72789467
