"","node_id","node_wse","node_wse_precision_m","time","reach_id","drift_id"
"159","78220000240071",60.1197711764476,0.05,2022-07-29 23:19:14,78220000241,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"160","78220000240081",60.3009457956135,0.05,2022-07-29 23:20:14,78220000241,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"161","78220000240091",60.5586914194047,0.05,2022-07-29 23:27:09,78220000241,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"162","78220000240101",60.6456893548442,0.05,2022-07-29 23:19:10,78220000241,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"163","78220000240111",60.6908863300991,0.05,2022-07-29 23:25:14,78220000241,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"164","78220000210231",50.0059738283879,0.05,2022-07-31 19:44:45,78220000211,"SWOTCalVal_WM_GNSS_L2_Rec2_20220731T162900_20220731T210100"
"165","78220000210241",50.0336265708253,0.05,2022-07-31 19:53:05,78220000211,"SWOTCalVal_WM_GNSS_L2_Rec2_20220731T162900_20220731T210100"
"166","78220000210251",50.0921166311457,0.05,2022-07-31 19:51:48,78220000211,"SWOTCalVal_WM_GNSS_L2_Rec2_20220731T162900_20220731T210100"
"167","78220000210261",50.3014346411356,0.05,2022-07-31 19:47:56,78220000211,"SWOTCalVal_WM_GNSS_L2_Rec2_20220731T162900_20220731T210100"
"168","78220000210271",50.3628343220436,0.05,2022-07-31 19:43:20,78220000211,"SWOTCalVal_WM_GNSS_L2_Rec2_20220731T162900_20220731T210100"
"169","78220000210281",50.3839938137608,0.05,2022-07-31 19:47:18,78220000211,"SWOTCalVal_WM_GNSS_L2_Rec2_20220731T162900_20220731T210100"
"170","78220000210311",50.3929008532573,0.05,2022-07-31 19:58:35,78220000211,"SWOTCalVal_WM_GNSS_L2_Rec2_20220731T162900_20220731T210100"
"171","78220000210321",50.5462405512042,0.05,2022-07-31 19:55:47,78220000211,"SWOTCalVal_WM_GNSS_L2_Rec2_20220731T162900_20220731T210100"
"172","78220000210331",50.6284394171485,0.05,2022-07-31 20:07:16,78220000211,"SWOTCalVal_WM_GNSS_L2_Rec2_20220731T162900_20220731T210100"
"173","78220000210371",50.9805422628468,0.05,2022-07-31 20:12:17,78220000211,"SWOTCalVal_WM_GNSS_L2_Rec2_20220731T162900_20220731T210100"
