"","reach_id","pt_time_UTC","mean_reach_pt_wse_m","mean_reach_pt_wse_precision_m"
"284","78220000171","2022-07-27 20:45:00",51.6316913670651,0.026
"285","78220000171","2022-07-27 21:00:00",51.632691367065,0.026
"286","78220000171","2022-07-27 21:15:00",51.6316135523808,0.026
"287","78220000171","2022-07-27 21:30:00",51.6310913670651,0.026
"288","78220000171","2022-07-27 21:45:00",51.63490394162,0.026
"289","78220000171","2022-07-27 22:00:00",51.630891367065,0.026
"290","78220000171","2022-07-27 22:15:00",51.6302966153826,0.026
"291","78220000171","2022-07-27 22:30:00",51.6292913670651,0.026
"292","78220000171","2022-07-27 22:45:00",51.6306913670651,0.026
"293","78220000171","2022-07-27 23:00:00",51.6310913670651,0.026
"294","78220000171","2022-07-27 23:15:00",51.6272517995246,0.026
"295","78220000171","2022-07-27 23:30:00",51.6300913670651,0.026
"296","78220000171","2022-07-27 23:45:00",51.630162924981,0.026
"297","78220000171","2022-07-28 00:00:00",51.630291367065,0.026
"298","78220000171","2022-07-28 00:15:00",51.6306913670651,0.026
"299","78220000171","2022-07-28 00:30:00",51.6288913670651,0.026
"300","78220000171","2022-07-28 00:45:00",51.6292913670651,0.026
"301","78220000171","2022-07-28 01:00:00",51.6286913670651,0.026
"302","78220000171","2022-07-28 01:15:00",51.626691367065,0.026
"303","78220000171","2022-07-28 01:30:00",51.626091367065,0.026
"304","78220000171","2022-07-28 01:45:00",51.625491367065,0.026
"305","78220000171","2022-07-28 02:00:00",51.6252913670651,0.026
"306","78220000171","2022-07-28 02:15:00",51.6256913670651,0.026
"307","78220000171","2022-07-28 02:30:00",51.6246913670651,0.026
"308","78220000171","2022-07-28 02:45:00",51.6232913670651,0.026
"309","78220000171","2022-07-28 03:00:00",51.6232913670651,0.026
"310","78220000171","2022-07-28 03:15:00",51.6240913670651,0.026
"311","78220000171","2022-07-28 03:30:00",51.623091367065,0.026
"312","78220000171","2022-07-28 03:45:00",51.6226913670651,0.026
"313","78220000171","2022-07-28 04:00:00",51.6210913670651,0.026
"314","78220000171","2022-07-28 04:15:00",51.6208913670651,0.026
"315","78220000171","2022-07-28 04:30:00",51.6198913670651,0.026
"316","78220000171","2022-07-28 04:45:00",51.6202913670651,0.026
"317","78220000171","2022-07-28 05:00:00",51.620691367065,0.026
"318","78220000171","2022-07-28 05:15:00",51.6190913670651,0.026
"319","78220000171","2022-07-28 05:30:00",51.6190913670651,0.026
"320","78220000171","2022-07-28 05:45:00",51.6186913670651,0.026
"321","78220000171","2022-07-28 06:00:00",51.6192913670651,0.026
"322","78220000171","2022-07-28 06:15:00",51.6198913670651,0.026
"323","78220000171","2022-07-28 06:30:00",51.6192913670651,0.026
"324","78220000171","2022-07-28 06:45:00",51.6186913670651,0.026
"325","78220000171","2022-07-28 07:00:00",51.617091367065,0.026
"326","78220000171","2022-07-28 07:15:00",51.6192913670651,0.026
"327","78220000171","2022-07-28 07:30:00",51.618291367065,0.026
"328","78220000171","2022-07-28 07:45:00",51.6174913670651,0.026
"329","78220000171","2022-07-28 08:00:00",51.6172913670651,0.026
"330","78220000171","2022-07-28 08:15:00",51.6184913670651,0.026
"331","78220000171","2022-07-28 08:30:00",51.6180913670651,0.026
"332","78220000171","2022-07-28 08:45:00",51.6186913670651,0.026
"333","78220000171","2022-07-28 09:00:00",51.6180913670651,0.026
"334","78220000171","2022-07-28 09:15:00",51.6178913670651,0.026
"335","78220000171","2022-07-28 09:30:00",51.618891367065,0.026
"336","78220000171","2022-07-28 09:45:00",51.619491367065,0.026
"337","78220000171","2022-07-28 10:00:00",51.6190913670651,0.026
"338","78220000171","2022-07-28 10:15:00",51.6210913670651,0.026
"339","78220000171","2022-07-28 10:30:00",51.6216913670651,0.026
"340","78220000171","2022-07-28 10:45:00",51.621291367065,0.026
"341","78220000171","2022-07-28 11:00:00",51.621291367065,0.026
"342","78220000171","2022-07-28 11:15:00",51.6204913670651,0.026
"343","78220000171","2022-07-28 11:30:00",51.621291367065,0.026
"344","78220000171","2022-07-28 11:45:00",51.6210913670651,0.026
"345","78220000171","2022-07-28 12:00:00",51.6222913670651,0.026
"346","78220000171","2022-07-28 12:15:00",51.621291367065,0.026
"347","78220000171","2022-07-28 12:30:00",51.6208913670651,0.026
"348","78220000171","2022-07-28 12:45:00",51.6220913670651,0.026
"349","78220000171","2022-07-28 13:00:00",51.6210913670651,0.026
"350","78220000171","2022-07-28 13:15:00",51.6222913670651,0.026
"351","78220000171","2022-07-28 13:30:00",51.6236913670651,0.026
"352","78220000171","2022-07-28 13:45:00",51.6234913670651,0.026
"353","78220000171","2022-07-28 14:00:00",51.622491367065,0.026
"354","78220000171","2022-07-28 14:15:00",51.6226913670651,0.026
"355","78220000171","2022-07-28 14:30:00",51.6220913670651,0.026
"356","78220000171","2022-07-28 14:45:00",51.6216913670651,0.026
"357","78220000171","2022-07-28 15:00:00",51.6210913670651,0.026
"358","78220000171","2022-07-28 15:15:00",51.6234913670651,0.026
"359","78220000171","2022-07-28 15:30:00",51.621891367065,0.026
"360","78220000171","2022-07-28 15:45:00",51.6210913670651,0.026
"361","78220000171","2022-07-28 16:00:00",51.6216913670651,0.026
"362","78220000171","2022-07-28 16:15:00",51.6210913670651,0.026
"363","78220000171","2022-07-28 16:30:00",51.621891367065,0.026
"364","78220000171","2022-07-28 16:45:00",51.621291367065,0.026
"365","78220000171","2022-07-28 17:00:00",51.6226913670651,0.026
"366","78220000171","2022-07-28 17:15:00",51.6226913670651,0.026
"367","78220000171","2022-07-28 17:30:00",51.6214913670651,0.026
"368","78220000171","2022-07-28 17:45:00",51.620691367065,0.026
"369","78220000171","2022-07-28 18:00:00",51.6210913670651,0.026
"370","78220000171","2022-07-28 18:15:00",51.6226913670651,0.026
"371","78220000171","2022-07-28 18:30:00",51.6234913670651,0.026
"372","78220000171","2022-07-28 18:45:00",51.623091367065,0.026
"373","78220000171","2022-07-28 19:00:00",51.6222913670651,0.026
"374","78220000171","2022-07-28 19:15:00",51.623691367065,0.026
"375","78220000171","2022-07-28 19:30:00",51.6234913670651,0.026
"376","78220000171","2022-07-28 19:45:00",51.623691367065,0.026
"377","78220000171","2022-07-28 20:00:00",51.6246913670651,0.026
"378","78220000171","2022-07-28 20:15:00",51.625491367065,0.026
"379","78220000171","2022-07-28 20:30:00",51.6256913670651,0.026
"380","78220000171","2022-07-28 20:45:00",51.623691367065,0.026
"381","78220000171","2022-07-28 21:00:00",51.625491367065,0.026
"382","78220000171","2022-07-28 21:15:00",51.6258913670651,0.026
"383","78220000171","2022-07-28 21:30:00",51.6250913670651,0.026
"384","78220000171","2022-07-28 21:45:00",51.6258913670651,0.026
"385","78220000171","2022-07-28 22:00:00",51.625491367065,0.026
"386","78220000171","2022-07-28 22:15:00",51.6256913670651,0.026
"387","78220000171","2022-07-28 22:30:00",51.6250913670651,0.026
"388","78220000171","2022-07-28 22:45:00",51.6262913670651,0.026
"389","78220000171","2022-07-28 23:00:00",51.6258913670651,0.026
"390","78220000171","2022-07-28 23:15:00",51.627291367065,0.026
"391","78220000171","2022-07-28 23:30:00",51.6270913670651,0.026
"392","78220000171","2022-07-28 23:45:00",51.6258913670651,0.026
"393","78220000171","2022-07-29 00:00:00",51.627291367065,0.026
"394","78220000171","2022-07-29 00:15:00",51.6268913670651,0.026
"395","78220000171","2022-07-29 00:30:00",51.6268913670651,0.026
"396","78220000171","2022-07-29 00:45:00",51.627291367065,0.026
"397","78220000171","2022-07-29 01:00:00",51.6270913670651,0.026
"398","78220000171","2022-07-29 01:15:00",51.6274913670651,0.026
"399","78220000171","2022-07-29 01:30:00",51.628491367065,0.026
"400","78220000171","2022-07-29 01:45:00",51.6282913670651,0.026
"401","78220000171","2022-07-29 02:00:00",51.6282913670651,0.026
"402","78220000171","2022-07-29 02:15:00",51.6292913670651,0.026
"403","78220000171","2022-07-29 02:30:00",51.6282913670651,0.026
"404","78220000171","2022-07-29 02:45:00",51.6294913670651,0.026
"405","78220000171","2022-07-29 03:00:00",51.6288913670651,0.026
"406","78220000171","2022-07-29 03:15:00",51.628491367065,0.026
"407","78220000171","2022-07-29 03:30:00",51.6286913670651,0.026
"408","78220000171","2022-07-29 03:45:00",51.6288913670651,0.026
"409","78220000171","2022-07-29 04:00:00",51.628491367065,0.026
"410","78220000171","2022-07-29 04:15:00",51.6286913670651,0.026
"411","78220000171","2022-07-29 04:30:00",51.6282913670651,0.026
"412","78220000171","2022-07-29 04:45:00",51.6262913670651,0.026
"413","78220000171","2022-07-29 05:00:00",51.6288913670651,0.026
"414","78220000171","2022-07-29 05:15:00",51.6282913670651,0.026
"415","78220000171","2022-07-29 05:30:00",51.628491367065,0.026
"416","78220000171","2022-07-29 05:45:00",51.6274913670651,0.026
"417","78220000171","2022-07-29 06:00:00",51.6282913670651,0.026
"418","78220000171","2022-07-29 06:15:00",51.627291367065,0.026
"419","78220000171","2022-07-29 06:30:00",51.629091367065,0.026
"420","78220000171","2022-07-29 06:45:00",51.6270913670651,0.026
"421","78220000171","2022-07-29 07:00:00",51.628491367065,0.026
